# Hankel H1 Mixed Chebyshev coefficients (T_n + U_n)
# Interval: [0.5, 10], N = 100
# Format: nu, k, a_k (for T_k), b_k (for U_k)
0, 0, 1.3635781742e-01, 7.0280392885e-02, 2.1438209061e-02, 6.1315485031e-02
0, 1, -3.7207149458e-01, 4.0924003831e-02, -9.3548358573e-03, -6.4259514120e-02
0, 2, 2.2983921673e-01, 1.7929815706e-02, 1.2066754629e-01, 1.7073210116e-01
0, 3, -3.5336182287e-01, 1.6944303207e-01, -2.5391215265e-01, 6.7833169253e-02
0, 4, -1.1495875861e-02, -3.2353438662e-01, -7.3266388027e-04, -1.8840492507e-01
0, 5, 1.5446248243e-01, 3.3776693565e-02, 8.8721578649e-02, 1.5848181806e-02
0, 6, -1.0030548100e-02, 5.3275463525e-02, -5.8775987248e-03, 3.2051032023e-02
0, 7, -2.2980674866e-02, 2.0803299530e-03, -1.2409868828e-02, -3.3488180900e-04
0, 8, 1.7246493492e-03, -1.0826600520e-02, 9.2955043066e-04, -4.9864084432e-03
0, 9, 1.8390627888e-03, 2.7500935710e-03, 9.6631652487e-04, 1.0153295374e-03
0, 10, -1.3445151214e-04, -8.5378363346e-04, -7.0435666490e-05, -1.9809853493e-04
0, 11, -9.3570260987e-05, 7.1943449619e-04, -4.8443459380e-05, 2.2985698845e-04
0, 12, 6.4198208353e-06, -4.5758656359e-04, 3.3156604730e-06, -1.5263153823e-04
0, 13, 3.3166577729e-06, 2.5972051928e-04, 1.7017672284e-06, 8.4475611770e-05
0, 14, -2.1150011078e-07, -1.5232348714e-04, -1.0832176059e-07, -4.9084447010e-05
0, 15, -8.6876683507e-08, 9.0769295743e-05, -4.4314973093e-08, 2.9187091220e-05
0, 16, 5.1434103154e-09, -5.4154593116e-05, 2.6199820343e-09, -1.7355923667e-05
0, 17, 1.7532625196e-09, 3.2395113303e-05, 8.9069357442e-10, 1.0346264355e-05
0, 18, -9.6553740558e-11, -1.9442745781e-05, -4.8999353873e-11, -6.1904732289e-06
0, 19, -2.8124180762e-11, 1.1702584593e-05, -1.4246149365e-11, 3.7156309530e-06
0, 20, 1.4442846918e-12, -7.0617993233e-06, 7.3135625718e-13, -2.2363856673e-06
0, 21, 3.6765923639e-13, 4.2713226871e-06, 1.8585449461e-13, 1.3494640490e-06
0, 22, -1.7705836797e-14, -2.5890279885e-06, -8.9043871286e-15, -8.1617171459e-07
0, 23, -3.3795188870e-15, 1.5723945892e-06, -1.9106690927e-15, 4.9467750935e-07
0, 24, -8.8817841970e-18, -9.5668455965e-07, 1.7518989559e-17, -3.0040559538e-07
0, 25, 3.7525538232e-16, 5.8303957090e-07, 6.0526391380e-17, 1.8275634200e-07
0, 26, -4.3298697960e-16, -3.5587336851e-07, 4.3076103740e-17, -1.1136690380e-07
0, 27, 4.4186876380e-16, 2.1752688669e-07, -1.9552566387e-16, 6.7968246413e-08
0, 28, -1.5543122345e-17, -1.3313956121e-07, 6.7121775684e-17, -4.1540783675e-08
0, 29, 6.8833827527e-17, 8.1590394170e-08, -6.4648506570e-17, 2.5422558342e-08
0, 30, -1.7319479184e-16, -5.0057993732e-08, -2.1366297070e-17, -1.5577623460e-08
0, 31, 9.5479180118e-17, 3.0745276989e-08, 1.0655667767e-16, 9.5562086843e-09
0, 32, -3.5305092183e-16, -1.8902746608e-08, -1.4138855103e-16, -5.8686855892e-09
0, 33, 6.8389738317e-16, 1.1632859492e-08, 2.0919734591e-16, 3.6077631906e-09
0, 34, -6.1728400169e-16, -7.1653756550e-09, -5.4157723410e-16, -2.2199895297e-09
0, 35, 4.5297099405e-16, 4.4173333080e-09, 2.6553292018e-16, 1.3672734087e-09
0, 36, -3.9745984282e-16, -2.7253973445e-09, -3.5992935805e-16, -8.4280940264e-10
0, 37, -1.1768364061e-16, 1.6827867089e-09, 2.5158643046e-16, 5.1993931530e-10
0, 38, 6.5725203058e-16, -1.0397784578e-09, -3.2839517684e-17, -3.2100111849e-10
0, 39, -1.1346479312e-15, 6.4290830659e-10, -4.7198218931e-17, 1.9832324507e-10
0, 40, 1.0302869669e-15, -3.9777613425e-10, 4.0877642305e-17, -1.2261350519e-10
0, 41, -1.0436096431e-15, 2.4626152562e-10, -1.6007547323e-17, 7.5855351462e-11
0, 42, 1.6719958751e-15, -1.5254933983e-10, 1.3630460896e-16, -4.6957106863e-11
0, 43, -1.1635137298e-15, 9.4551650953e-11, -1.0902994679e-16, 2.9085252942e-11
0, 44, 3.8857805862e-16, -5.8634747058e-11, -8.8419370835e-17, -1.8025752817e-11
0, 45, -1.1102230246e-16, 3.6380265467e-11, -7.1037785115e-17, 1.1177483375e-11
0, 46, -6.1950444774e-16, -2.2583156456e-11, 3.6412017516e-17, -6.9347120524e-12
0, 47, 7.5051076465e-16, 1.4025183237e-11, 1.4990758909e-16, 4.3043867769e-12
0, 48, -7.1942451996e-16, -8.7147034034e-12, 2.0919734591e-16, -2.6728342449e-12
0, 49, 7.8381745539e-16, 5.4169846386e-12, -1.9167835636e-17, 1.6605671390e-12
0, 50, -2.3092638912e-16, -3.3684210976e-12, -1.0793071607e-16, -1.0325399776e-12
0, 51, 1.7807977315e-15, 2.0952584112e-12, 9.3572014823e-17, 6.4184486933e-13
0, 52, -7.3274719625e-17, -1.3040257762e-12, 1.7044946312e-16, -3.9939847359e-13
0, 53, 4.4630965590e-16, 8.1153861409e-13, 1.7931201078e-17, 2.4848766471e-13
0, 54, -1.7319479184e-16, -5.0507598104e-13, -5.2955439813e-16, -1.5442841587e-13
0, 55, 1.6653345369e-16, 3.1487479291e-13, 1.3444965713e-16, 9.6235588255e-14
0, 56, -2.4424906542e-17, -1.9599655232e-13, 4.5769218998e-16, -5.9774277112e-14
0, 57, 4.8183679269e-16, 1.2235323865e-13, -1.1830470597e-16, 3.7400500738e-14
0, 58, -8.7041485131e-16, -7.6405548555e-14, -1.4276258943e-16, -2.3446625554e-14
0, 59, 5.1292303738e-16, 4.7734038944e-14, 3.5683777165e-16, 1.4577035948e-14
0, 60, -1.2434497876e-16, -2.9594104944e-14, 2.0040350018e-16, -8.9255129690e-15
0, 61, -1.7985612999e-16, 1.8978152383e-14, -1.7106778040e-16, 5.5471647627e-15
0, 62, 6.1728400169e-16, -1.1614043061e-14, 2.6944892962e-16, -3.0392011790e-15
0, 63, -3.3306690739e-16, 6.9949601667e-15, -1.1610624453e-16, 2.1058168960e-15
0, 64, 1.5099033135e-16, -4.1711079035e-15, 8.1411775011e-17, -1.3930344776e-15
0, 65, 3.9968028887e-17, 2.9271030044e-15, 1.9586917347e-16, 1.0791697569e-15
0, 66, -6.7834626805e-16, -1.8168799798e-15, -4.2134887438e-16, -6.7685131427e-16
0, 67, 2.1416202145e-15, 6.4837024638e-16, 2.7961681375e-16, 5.8698920312e-16
0, 68, -1.3111733921e-15, -1.0141887330e-15, -1.1610624453e-16, -3.3000967195e-16
0, 69, 9.2814644859e-16, 9.0649709961e-16, -4.0128791379e-16, -2.2170109533e-16
0, 70, 9.8254737679e-16, 3.2973623831e-16, -8.6152207480e-17, 7.6156078143e-16
0, 71, -3.7636560535e-16, 2.7755575616e-18, 4.7232569890e-16, 2.1191107175e-16
0, 72, -2.8865798640e-16, 1.8152146453e-16, 3.5958584845e-16, -2.7996032335e-16
0, 73, -7.5051076465e-16, -8.2156503822e-17, -3.3918137825e-16, 9.6333832001e-16
0, 74, 7.3274719625e-16, -5.0404125318e-16, 6.4201944091e-16, -4.2251680702e-17
0, 75, -6.1617377867e-16, 4.4075854078e-16, -1.8206008758e-17, 3.0369683666e-16
0, 76, 1.2012613126e-15, -9.4702024001e-16, 2.3214378714e-16, 5.4308867634e-16
0, 77, -2.8199664825e-16, 2.6256774532e-16, 1.2998403234e-16, -4.7586384778e-16
0, 78, 9.1038288019e-17, 1.2134737659e-15, 8.5396486362e-17, 2.3547583025e-16
0, 79, 7.5273121070e-16, -7.9158901656e-16, -2.3915138297e-16, 4.7761574673e-16
0, 80, 2.4757973449e-16, 3.8635761257e-16, -1.1370167734e-16, -1.0268188939e-15
0, 81, 1.9428902931e-16, 5.9119376061e-16, 5.6521069453e-16, 6.9406114519e-17
0, 82, -1.4588330544e-15, -6.5780714209e-17, -3.8335671271e-16, 3.2727877064e-16
0, 83, 1.2034817587e-15, 9.4063645761e-16, -1.0002999529e-16, -8.0621702933e-17
0, 84, -1.3450351943e-15, -1.3766765505e-16, 3.8071168880e-16, -4.7813101113e-16
0, 85, 5.9341420666e-16, -3.3917313402e-16, 3.6102858876e-17, -1.5121292557e-16
0, 86, 5.5511151231e-16, 1.1712852910e-16, -1.9260583227e-16, 6.7564903067e-16
0, 87, 4.9127368840e-16, 1.1962653090e-16, 1.1226924231e-15, -6.3580191717e-16
0, 88, 1.9084733793e-15, 0.0000000000e+00, -1.1745280216e-15, -8.5288280838e-16
0, 89, -1.9534374118e-15, 1.4432899320e-17, 6.9876722670e-16, 1.0511393736e-17
0, 90, 5.0182080713e-16, -3.2890357105e-16, 7.5469058945e-17, -1.8798562816e-16
0, 91, -2.1649348980e-15, 5.2957638275e-16, 4.6682954532e-17, 3.1446586259e-16
0, 92, 1.0461076450e-15, -1.4183099140e-16, -2.5297764433e-16, 2.8914920513e-17
0, 93, -5.2152726582e-16, 5.3554383150e-16, -6.6134185587e-16, -4.4772182386e-16
0, 94, 3.3889557827e-16, 1.3003487176e-16, 1.4502116504e-15, 5.5931091716e-16
0, 95, -3.3389957466e-16, 1.3368472995e-15, -1.0346337373e-15, -2.2051598721e-16
0, 96, 6.1894933623e-17, -9.8941688176e-16, 8.0738496197e-16, 3.5750332150e-16
0, 97, -5.9882654391e-16, 4.9481252429e-16, -2.7517695218e-16, 1.6406447845e-16
0, 98, 6.3955785112e-16, 8.1185058676e-17, -3.0516534019e-17, 6.4622743350e-19
0, 99, -9.6707364339e-16, -2.1243423687e-16, -1.8680266698e-16, 2.5329217031e-16
1, 0, 1.6950424004e-01, -1.6232099903e-01, 7.8330840964e-02, -8.6155797538e-03
1, 1, -1.5412146464e-01, 4.3909576214e-01, -9.6774407043e-02, -7.5493960869e-03
1, 2, 1.8234679815e-01, -3.0741083855e-01, 2.2317588813e-01, -1.0701665183e-01
1, 3, 3.9427349449e-02, 4.5419455431e-01, 9.6807375671e-03, 2.7245000979e-01
